MonthlyCharges,TotalCharges,PhoneServiceBins,InternetServiceBins,gender_Female,gender_Male,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),tenureBins,Contract,Partner,Dependents,PaperlessBilling,Churn,SeniorCitizen
0.17479300827966884,1.0232729741296616,1.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0
0.10763569457221728,-0.1219285429671935,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.26034958601655944,0.7414737090656867,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0
-0.3882244710211591,-0.38297840940954236,0.0,-0.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.1895124195032201,-0.36906184973657413,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0
0.17295308187672506,0.833296438954561,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0
-0.1140754369825205,0.8440105665500806,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0
0.3661453541858327,0.7214179247649828,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.5289788408463661,0.00940068771122036,0.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
-0.015639374425022896,0.10569501630731547,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.1895124195032201,-0.22468676672422191,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1
0.0827966881324747,0.903705671403905,0.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
0.46182152713891467,0.10566550080429747,1.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
0.5390984360625578,1.4511739791325393,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
0.7010119595216193,1.677011850474462,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
-0.8353265869365225,-0.14765130384734584,1.0,-2.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0
0.6835326586936524,1.9064506131845753,1.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0
0.5547378104875806,0.9777157952214401,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.35970561177552923,1.197193075662992,1.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0
-0.5197792088316466,0.4626407520550169,-2.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0
-0.29346826126954917,-0.1291155679520668,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
0.44250229990800394,-0.15858679771550008,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.09107635694572223,-0.339561104470123,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
0.15731370745170214,0.665810717079146,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
0.16283348666053377,0.32545269402753796,0.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0
-0.9236430542778289,-0.1368486297427724,0.0,-2.25,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0
0.17479300827966884,-0.14970263130709405,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
-0.39190432382704693,-0.3971310931066543,0.0,-0.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
-0.9190432382704692,-0.08969761367158097,0.0,-2.25,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
0.7589696412143515,1.6836971119080297,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1
-0.8482060717571297,0.008869408656897022,1.0,-2.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0
-0.10763569457221701,-0.35924794498310236,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0
0.7387304507819689,1.4004958604507018,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1
-0.27046918123275066,0.38201915556145866,0.0,-0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-0.28886844526218947,-0.26926993403285077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.08095676172953094,0.2115523678812297,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.8178472861085556,-0.052522837620460165,1.0,-2.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
0.1655933762649494,-0.3881878956922124,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,0
-0.36430542778288866,-0.24474255102492584,-2.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.08831646734130656,-0.2649459128407196,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,0
0.6154553817847287,0.8656749457652633,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.9236430542778289,-0.12431929871164828,0.0,-2.25,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0
0.532658693652254,-0.14043476335945454,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
-0.15087396504139827,0.24229276427443514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
-0.9144434222631095,-0.0996295804371246,0.0,-2.25,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0
-0.9273229070837166,-0.13797021885745486,0.0,-2.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
-0.6734130634774609,-0.11372323312820058,-2.0,-0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.2152713891444343,0.3469990112306489,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.08003679852805905,-0.3895603665825475,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1
0.25114995400184004,1.2749811838668261,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0
0.7488500459981602,1.6860583521494665,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0
0.5620975160993563,1.7899676805241955,1.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0
0.15823367065317404,-0.13789643009990996,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
-0.06439742410303588,0.9899942444769114,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
-0.907083716651334,-0.3780050471510161,0.0,-2.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
-0.9080036798528058,-0.08481279792210857,0.0,-2.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0
0.517939282428703,0.3305588760496451,0.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
-0.9227230910763569,-0.4056463157273358,0.0,-2.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
-0.936522539098436,-0.4058676819999705,0.0,-2.25,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.4535418583256671,0.6526025294786088,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-0.45630174793008277,0.48189961777423596,-2.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1
0.7295308187672495,1.8350673691356387,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0
-0.8472861085556578,-0.38203391331296765,-2.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.6218951241950325,1.7439234958161776,1.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
-0.7396504139834407,-0.1378078835908561,-2.0,-0.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.4415823367065318,0.745782972506309,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-0.937442502299908,-0.009238352444621525,0.0,-2.25,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0
0.48574057037718504,1.1346792402709522,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0
-0.22815087396504127,0.48632694322693,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
0.39190432382704715,0.7554640574962,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.11315547378104887,0.43494045247266133,1.0,-0.25,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
-0.28978840846366133,0.5988547984829032,-2.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0
0.3587856485740571,-0.3382919378403506,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
-0.7230910763569457,-0.07916057909416924,-2.0,-0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0
0.5501379944802209,-0.09737164445625061,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,0
-0.9144434222631095,-0.16510972388246928,0.0,-2.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0
0.2732290708371667,0.22344711559746758,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
0.5418583256669735,1.2163043638671212,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
-0.9135234590616375,-0.37832971768421364,0.0,-2.25,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.07451701931922745,-0.34385561015923616,1.0,-0.25,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0
-0.36154553817847274,-0.3082008825135402,0.0,-0.25,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
-0.9107635694572217,-0.39304319593866677,0.0,-2.25,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.3422263109475623,0.48201767978630783,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0
0.141674333026679,0.218695119611576,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
-0.8610855565777369,0.09722406694116088,1.0,-2.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0
-0.9310027598896045,-0.4057791354909166,0.0,-2.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
-0.2557497700091995,0.7646876521893126,-2.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1
0.2870285188592458,-0.05280323489913073,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.21619135234590606,0.031906258762415,-2.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
-0.36430542778288866,0.5506264665515562,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0
-0.6421343146274148,-0.40114520151709687,-2.0,-0.25,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0
-0.4783808647654093,-0.3876271011348711,0.0,-0.5,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
-0.8215271389144434,-0.06090524047756082,1.0,-2.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0
0.08555657773689064,0.11332477383745815,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.9227230910763569,-0.03447410752497748,0.0,-2.25,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0
-0.9337626494940202,-0.06611472676023082,0.0,-2.25,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0
0.0018399264029440392,-0.3908147754608108,0.0,-0.25,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1
0.32566697332106725,1.4849544723365948,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1
0.01471941122355127,-0.24524431457623116,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.564857405703772,1.3508360266229837,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0
0.25666973321067166,1.1494812650344595,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0
-0.8537258509659613,0.10674281666445304,1.0,-2.25,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1
0.5280588776448943,1.4823128348164873,1.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0
-0.9337626494940202,-0.3935006862354452,0.0,-2.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
-0.4544618215271389,-0.39813462020926493,0.0,-0.5,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0
-0.10763569457221701,0.15802600315815887,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
-0.015639374425022896,-0.0953793480025383,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
-0.03311867525298983,-0.24503770605510544,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0
0.4535418583256671,-0.21813432505423475,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.6954921803127878,1.9291332772538778,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
0.2897884084636615,1.1276988238072048,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0
-0.9319227230910763,-0.37810835141157895,0.0,-2.25,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.1941122355105798,-0.07135372854591875,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
0.25390984360625596,0.12614925989876186,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.9236430542778289,-0.28767285016454897,0.0,-2.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
-0.11223551057957673,-0.10936969643305146,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0
-0.8215271389144434,-0.33734744174377596,1.0,-2.25,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0
-0.264029438822447,-0.18594766901314916,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.22171113155473804,0.05838166496952524,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.011959521619135079,-0.37170348725668156,0.0,-0.25,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
0.06531738730450803,0.7566889508714453,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0
-0.9153633854645814,-0.3425716857779549,0.0,-2.25,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0
-0.9282428702851886,-0.00917932143858559,0.0,-2.25,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0
0.010119595216191563,-0.33103112409793245,0.0,-0.25,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0
0.34406623735050607,1.434423931169847,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0
-0.46090156393744247,0.3709065686751966,-2.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1
-0.9190432382704692,-0.31674562063723977,0.0,-2.25,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.25574977000919974,0.633018993226192,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
0.6264949402023922,-0.33994480600935645,1.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,0
0.21343146274149052,-0.06280899042221927,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0
0.4507819687212512,1.0642257345670814,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0
-0.9162833486660534,-0.21841472233290538,0.0,-2.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-0.8399264029438822,-0.18132849279083837,1.0,-2.25,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
