SeniorCitizen,Partner,Dependents,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenureBins,gender_Female,gender_Male,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneServiceBins,InternetServiceBins
0,1,0,1,0.10763569457221728,-0.12383379501385039,False,0.5,True,False,True,False,False,False,False,True,False,1.0,0.7857142857142857
0,0,0,1,0.26034958601655944,0.740506001846722,False,1.0,True,False,True,False,False,False,False,True,False,1.0,0.6428571428571428
0,0,0,0,-0.3882244710211591,-0.38516712834718375,False,0.0,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.5714285714285714
0,0,0,1,0.1895124195032201,-0.37123545706371186,True,0.0,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.6428571428571428
0,0,0,1,0.17295308187672506,0.8324284395198522,False,1.0,False,True,False,False,True,False,True,False,False,1.0,0.7857142857142857
0,1,1,1,-0.1140754369825205,0.8431542012927055,False,1.0,True,False,False,False,True,False,True,False,False,1.0,0.7142857142857142
1,0,0,1,0.3661453541858327,0.7204284395198522,False,0.5,True,False,True,False,False,False,False,True,False,1.0,0.7142857142857142
0,0,0,1,0.5289788408463661,0.007638042474607612,True,0.5,True,False,True,False,False,False,True,False,False,0.6666666666666666,0.8571428571428571
1,1,0,1,-0.015639374425022896,0.10403693444136662,False,0.5,True,False,True,False,False,False,True,False,False,1.0,0.7142857142857142
1,1,0,1,0.1895124195032201,-0.22670360110803325,True,0.0,True,False,True,False,False,False,True,False,False,1.0,0.6428571428571428
1,1,1,1,0.0827966881324747,0.9029141274238228,False,1.0,True,False,False,True,False,False,True,False,False,0.6666666666666666,0.8571428571428571
1,0,0,1,0.46182152713891467,0.10400738688827331,True,0.5,False,True,True,False,False,False,False,True,False,1.0,0.7142857142857142
0,1,1,1,0.5390984360625578,1.4509769159741457,False,1.0,True,False,False,True,False,False,True,False,False,1.0,0.7857142857142857
1,1,1,1,0.7010119595216193,1.6770600184672206,False,1.0,False,True,False,True,False,False,False,True,False,1.0,0.9285714285714285
0,1,1,0,-0.8353265869365225,-0.14958448753462603,False,0.5,True,False,False,False,True,False,True,False,False,1.0,0.0
0,0,0,1,0.6835326586936524,1.906747922437673,False,1.0,True,False,False,False,True,False,True,False,False,1.0,0.8571428571428571
0,1,0,1,0.5547378104875806,0.9770046168051709,False,0.5,True,False,True,False,False,False,False,True,False,1.0,0.7857142857142857
0,0,0,1,0.35970561177552923,1.1967202216066481,False,1.0,False,True,True,False,False,True,False,False,False,1.0,0.7142857142857142
0,1,0,0,-0.5197792088316466,0.4613702677746999,False,1.0,False,True,False,False,True,True,False,False,False,0.0,0.7142857142857142
0,1,1,1,-0.29346826126954917,-0.13102862419205907,False,0.5,True,False,False,True,False,False,True,False,False,0.6666666666666666,0.6428571428571428
0,0,0,0,0.44250229990800394,-0.16053185595567865,True,0.0,True,False,True,False,False,False,False,True,False,1.0,0.7142857142857142
0,0,0,1,0.09107635694572223,-0.3417026777469991,False,0.0,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.7857142857142857
0,1,0,1,0.15731370745170214,0.6647608494921515,False,0.5,False,True,False,True,False,False,False,True,False,1.0,0.6428571428571428
0,0,0,0,0.16283348666053377,0.32403324099722985,False,0.5,True,False,False,False,True,False,False,False,True,0.6666666666666666,0.8571428571428571
0,1,1,0,-0.9236430542778289,-0.13877008310249306,False,1.0,True,False,False,False,True,True,False,False,False,0.6666666666666666,0.0
0,0,0,1,0.17479300827966884,-0.15163804247460755,False,0.0,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.7142857142857142
0,0,0,0,-0.39190432382704693,-0.39933518005540164,False,0.0,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.5714285714285714
0,1,1,1,-0.9190432382704692,-0.09156786703601104,False,1.0,True,False,False,True,False,False,False,True,False,0.6666666666666666,0.0
1,1,1,1,0.7589696412143515,1.6837525392428438,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.9285714285714285
0,1,1,1,-0.8482060717571297,0.007106186518928888,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.0
0,0,1,1,-0.10763569457221701,-0.3614108956602031,False,0.0,True,False,True,False,False,True,False,False,False,0.6666666666666666,0.7142857142857142
1,0,0,0,0.7387304507819689,1.4002437673130192,False,1.0,True,False,False,True,False,False,False,True,False,1.0,0.9285714285714285
0,0,0,0,-0.27046918123275066,0.3806611265004617,False,0.5,True,False,False,True,False,False,True,False,False,0.6666666666666666,0.5714285714285714
0,1,1,0,-0.28886844526218947,-0.27133518005540164,False,0.0,True,False,True,False,False,False,False,False,True,0.6666666666666666,0.6428571428571428
1,0,0,1,0.08095676172953094,0.2100092336103417,False,0.5,False,True,True,False,False,False,False,True,False,0.6666666666666666,0.7857142857142857
0,1,1,1,-0.8178472861085556,-0.0543527239150508,False,0.5,True,False,False,True,False,False,True,False,False,1.0,0.0
0,0,1,1,0.1655933762649494,-0.3903822714681441,True,0.0,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.6428571428571428
0,1,1,0,-0.36430542778288866,-0.24678116343490303,False,0.0,True,False,True,False,False,False,False,True,False,0.0,0.7142857142857142
0,1,0,1,0.08831646734130656,-0.26700646352723917,True,0.0,True,False,True,False,False,True,False,False,False,0.6666666666666666,0.6428571428571428
0,0,0,1,0.6154553817847287,0.8648421052631579,False,0.5,True,False,True,False,False,True,False,False,False,0.6666666666666666,0.9285714285714285
0,1,0,1,-0.9236430542778289,-0.12622714681440442,False,1.0,True,False,False,False,True,True,False,False,False,0.6666666666666666,0.0
0,0,0,1,0.532658693652254,-0.14236011080332409,False,0.0,False,True,True,False,False,False,True,False,False,1.0,0.7857142857142857
0,1,0,1,-0.15087396504139827,0.24078301015697134,False,0.5,True,False,False,True,False,True,False,False,False,0.6666666666666666,0.6428571428571428
0,1,1,0,-0.9144434222631095,-0.10151061865189287,False,1.0,True,False,False,False,True,True,False,False,False,0.6666666666666666,0.0
0,1,1,1,-0.9273229070837166,-0.13989289012003692,False,0.5,True,False,False,False,True,False,False,False,True,0.6666666666666666,0.0
0,1,0,0,-0.6734130634774609,-0.11561957525392427,False,0.5,False,True,True,False,False,False,False,False,True,0.0,0.5714285714285714
0,1,1,0,0.2152713891444343,0.3456029547553093,False,0.5,False,True,True,False,False,True,False,False,False,0.6666666666666666,0.7142857142857142
1,0,0,0,0.08003679852805905,-0.39175623268698057,False,0.0,False,True,True,False,False,False,False,True,False,0.6666666666666666,0.6428571428571428
0,1,1,1,0.25114995400184004,1.2745927977839335,False,1.0,False,True,False,False,True,False,False,False,True,1.0,0.8571428571428571
0,0,0,1,0.7488500459981602,1.6861163434903046,False,1.0,True,False,True,False,False,False,True,False,False,1.0,0.9285714285714285
0,0,0,1,0.5620975160993563,1.7901385041551245,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.8571428571428571
0,0,0,1,0.15823367065317404,-0.13981902123730378,True,0.5,True,False,True,False,False,False,False,True,False,1.0,0.6428571428571428
0,1,1,1,-0.06439742410303588,0.9892963988919666,False,1.0,False,True,False,True,False,False,True,False,False,1.0,0.7142857142857142
0,0,0,0,-0.907083716651334,-0.38018836565096953,True,0.0,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.0
0,0,0,0,-0.9080036798528058,-0.08667774699907661,False,1.0,False,True,False,False,True,True,False,False,False,0.6666666666666666,0.0
1,1,0,1,0.517939282428703,0.32914496768236384,True,0.5,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.8571428571428571
0,0,0,0,-0.9227230910763569,-0.407859649122807,False,0.0,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.0
0,1,1,0,-0.936522539098436,-0.40808125577100646,False,0.0,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.0
0,0,0,0,0.4535418583256671,0.6515383194829178,False,0.5,False,True,False,True,False,True,False,False,False,1.0,0.7857142857142857
1,1,0,0,-0.45630174793008277,0.48065004616805174,False,1.0,True,False,False,True,False,True,False,False,False,0.0,0.7142857142857142
0,1,0,1,0.7295308187672495,1.8352871652816252,True,1.0,False,True,False,False,True,True,False,False,False,1.0,0.9285714285714285
0,0,0,0,-0.8472861085556578,-0.38422160664819943,False,0.0,False,True,True,False,False,False,False,False,True,0.0,0.5
0,1,1,1,0.6218951241950325,1.74404432132964,False,1.0,True,False,False,True,False,False,False,True,False,1.0,0.8571428571428571
0,0,0,0,-0.7396504139834407,-0.139730378578024,False,0.5,True,False,False,True,False,False,False,False,True,0.0,0.5714285714285714
0,0,0,0,0.4415823367065318,0.744819944598338,False,0.5,False,True,False,True,False,False,False,False,True,1.0,0.7142857142857142
0,1,1,0,-0.937442502299908,-0.011021237303785767,False,1.0,False,True,False,False,True,False,True,False,False,0.6666666666666666,0.0
0,1,0,1,0.48574057037718504,1.1341385041551244,True,1.0,False,True,True,False,False,False,False,True,False,1.0,0.7857142857142857
0,0,0,0,-0.22815087396504127,0.48508217913204066,False,1.0,True,False,False,True,False,False,True,False,False,0.6666666666666666,0.7142857142857142
0,0,0,1,0.39190432382704715,0.7545115420129271,False,0.5,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.7857142857142857
1,1,0,1,0.11315547378104887,0.43363988919667595,True,0.5,True,False,True,False,False,False,False,True,False,1.0,0.5714285714285714
0,1,1,1,-0.28978840846366133,0.5977322253000924,False,1.0,True,False,False,False,True,False,False,True,False,0.0,0.7857142857142857
0,1,1,0,0.3587856485740571,-0.3404321329639889,False,0.0,False,True,True,False,False,False,False,True,False,0.6666666666666666,0.7857142857142857
0,0,0,0,-0.7230910763569457,-0.08101939058171746,False,0.5,True,False,False,False,True,True,False,False,False,0.0,0.5714285714285714
0,1,1,1,0.5501379944802209,-0.0992502308402585,True,0.0,True,False,True,False,False,False,False,True,False,1.0,0.7857142857142857
0,0,0,0,-0.9144434222631095,-0.167061865189289,False,0.5,True,False,False,False,True,False,False,False,True,0.6666666666666666,0.0
0,1,1,1,0.2732290708371667,0.2219168975069252,False,0.5,False,True,True,False,False,False,True,False,False,1.0,0.7142857142857142
0,1,1,1,0.5418583256669735,1.2158522622345336,False,1.0,True,False,False,True,False,False,True,False,False,1.0,0.7857142857142857
0,0,0,0,-0.9135234590616375,-0.38051338873499535,False,0.0,True,False,True,False,False,False,False,False,True,0.6666666666666666,0.0
0,0,0,1,0.07451701931922745,-0.34600184672206835,True,0.0,False,True,True,False,False,False,False,True,False,1.0,0.5714285714285714
0,1,1,0,-0.36154553817847274,-0.31030840258541087,False,0.0,True,False,True,False,False,False,False,False,True,0.6666666666666666,0.5714285714285714
0,1,1,0,-0.9107635694572217,-0.39524284395198517,False,0.0,True,False,True,False,False,False,False,False,True,0.6666666666666666,0.0
0,0,0,1,0.3422263109475623,0.48076823638042476,False,0.5,False,True,False,False,True,False,False,True,False,0.6666666666666666,0.7857142857142857
1,0,0,1,0.141674333026679,0.21715974145891045,True,0.5,True,False,True,False,False,False,False,True,False,1.0,0.6428571428571428
0,1,0,1,-0.8610855565777369,0.09555678670360114,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.0
0,0,0,0,-0.9310027598896045,-0.4079926131117267,False,0.0,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.0
1,0,0,1,-0.2557497700091995,0.7637451523545707,False,1.0,False,True,False,True,False,False,False,True,False,0.0,0.7857142857142857
0,0,0,1,0.2870285188592458,-0.05463342566943671,False,0.5,True,False,True,False,False,False,False,True,False,1.0,0.6428571428571428
0,1,1,1,-0.21619135234590606,0.030168051708217954,True,0.5,True,False,True,False,False,False,True,False,False,0.0,0.8571428571428571
0,0,0,0,-0.36430542778288866,0.5494515235457064,False,1.0,False,True,False,False,True,True,False,False,False,0.6666666666666666,0.5714285714285714
0,0,0,1,-0.6421343146274148,-0.4033536472760849,True,0.0,False,True,True,False,False,False,False,True,False,0.0,0.5714285714285714
0,0,0,0,-0.4783808647654093,-0.3898208679593721,True,0.0,False,True,True,False,False,False,False,True,False,0.6666666666666666,0.5
0,0,0,1,-0.8215271389144434,-0.06274422899353645,False,0.5,True,False,False,False,True,False,True,False,False,1.0,0.0
0,0,0,1,0.08555657773689064,0.11167497691597415,False,0.5,True,False,True,False,False,True,False,False,False,0.6666666666666666,0.6428571428571428
0,1,1,0,-0.9227230910763569,-0.03628439519852261,False,1.0,True,False,False,False,True,False,False,False,True,0.6666666666666666,0.0
0,0,1,1,-0.9337626494940202,-0.06795937211449676,False,1.0,False,True,False,False,True,False,False,False,True,0.6666666666666666,0.0
1,1,0,1,0.0018399264029440392,-0.39301200369344413,True,0.0,True,False,True,False,False,False,False,False,True,0.6666666666666666,0.5714285714285714
1,1,1,1,0.32566697332106725,1.4847940904893813,False,1.0,True,False,False,False,True,False,True,False,False,1.0,0.9285714285714285
0,0,0,0,0.01471941122355127,-0.24728347183748844,True,0.0,True,False,True,False,False,False,False,True,False,1.0,0.7142857142857142
0,1,0,1,0.564857405703772,1.3505300092336103,False,1.0,True,False,False,False,True,True,False,False,False,1.0,0.7857142857142857
0,0,0,1,0.25666973321067166,1.1489566020313944,False,1.0,False,True,False,True,False,False,True,False,False,1.0,0.7142857142857142
1,1,0,0,-0.8537258509659613,0.10508587257617731,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.0
0,1,1,1,0.5280588776448943,1.4821495844875345,False,1.0,True,False,False,False,True,False,True,False,False,1.0,0.8571428571428571
0,0,0,0,-0.9337626494940202,-0.39570083102493075,False,0.0,False,True,False,True,False,False,False,False,True,0.6666666666666666,0.0
0,0,0,1,-0.4544618215271389,-0.4003397968605724,True,0.0,False,True,True,False,False,False,False,True,False,0.6666666666666666,0.5
0,0,1,0,-0.10763569457221701,0.15642474607571563,False,0.5,False,True,False,True,False,False,True,False,False,0.6666666666666666,0.7142857142857142
0,1,1,1,-0.015639374425022896,-0.09725577100646349,False,0.5,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.7857142857142857
0,1,1,1,-0.03311867525298983,-0.24707663896583562,False,0.0,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.7142857142857142
0,0,0,0,0.4535418583256671,-0.2201440443213296,True,0.0,False,True,True,False,False,False,False,False,True,1.0,0.7142857142857142
0,1,1,1,0.6954921803127878,1.9294552169898431,False,1.0,True,False,False,True,False,False,True,False,False,1.0,0.9285714285714285
0,1,1,0,0.2897884084636615,1.1271505078485686,False,1.0,False,True,False,False,True,False,False,True,False,0.6666666666666666,0.9285714285714285
0,1,1,0,-0.9319227230910763,-0.3802917820867959,False,0.0,True,False,True,False,False,False,False,False,True,0.6666666666666666,0.0
0,1,1,1,0.1941122355105798,-0.07320406278855032,False,0.5,True,False,True,False,False,True,False,False,False,0.6666666666666666,0.6428571428571428
0,0,0,1,0.25390984360625596,0.12451338873499541,False,0.5,True,False,True,False,False,True,False,False,False,1.0,0.6428571428571428
0,1,1,0,-0.9236430542778289,-0.2897580794090489,False,0.5,False,True,False,True,False,False,False,False,True,0.6666666666666666,0.0
0,1,1,0,-0.11223551057957673,-0.1112613111726685,False,0.5,False,True,False,False,True,False,False,False,True,0.6666666666666666,0.7142857142857142
0,0,0,0,-0.8215271389144434,-0.3394866112650046,False,0.0,False,True,False,False,True,True,False,False,False,1.0,0.0
0,0,1,1,-0.264029438822447,-0.1879224376731302,False,0.5,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.6428571428571428
0,1,0,0,0.22171113155473804,0.05667220683287164,True,0.5,True,False,True,False,False,False,False,True,False,1.0,0.6428571428571428
0,0,0,1,-0.011959521619135079,-0.3738799630655586,False,0.0,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.5714285714285714
0,0,0,1,0.06531738730450803,0.7557377654662972,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.7857142857142857
0,1,1,0,-0.9153633854645814,-0.3447165281625115,False,0.0,True,False,False,True,False,False,False,False,True,0.6666666666666666,0.0
0,1,0,0,-0.9282428702851886,-0.010962142197599235,False,1.0,False,True,False,False,True,False,False,False,True,0.6666666666666666,0.0
0,0,0,1,0.010119595216191563,-0.33316343490304706,True,0.0,True,False,True,False,False,True,False,False,False,0.6666666666666666,0.5714285714285714
0,1,0,1,0.34406623735050607,1.434208679593721,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.9285714285714285
1,1,0,1,-0.46090156393744247,0.36953647276084944,True,1.0,False,True,True,False,False,False,False,True,False,0.0,0.7142857142857142
0,1,1,0,-0.9190432382704692,-0.3188624192059095,False,0.5,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.0
0,1,0,1,0.25574977000919974,0.6319335180055401,False,0.5,False,True,False,True,False,True,False,False,False,0.6666666666666666,0.7857142857142857
0,1,0,1,0.6264949402023922,-0.3420867959372115,True,0.0,True,False,True,False,False,False,False,True,False,1.0,0.8571428571428571
0,1,0,0,0.21343146274149052,-0.0646500461680517,False,0.5,False,True,False,False,True,False,False,False,True,0.6666666666666666,0.8571428571428571
0,1,0,1,0.4507819687212512,1.063608494921514,True,1.0,True,False,False,True,False,True,False,False,False,0.6666666666666666,0.7857142857142857
0,0,0,0,-0.9162833486660534,-0.2204247460757156,False,0.5,True,False,False,True,False,True,False,False,False,0.6666666666666666,0.0
0,1,0,0,-0.8399264029438822,-0.18329824561403507,False,0.5,True,False,True,False,False,False,False,True,False,1.0,0.0
1,0,0,1,0.07543698252069933,-0.07530193905817172,True,0.5,True,False,True,False,False,False,False,False,True,1.0,0.5714285714285714
1,0,0,0,0.11223551057957698,-0.26502677746999076,True,0.0,True,False,True,False,False,True,False,False,False,0.6666666666666666,0.6428571428571428
0,1,1,1,0.6439742410303588,0.046891966759002784,False,0.5,True,False,True,False,False,True,False,False,False,1.0,0.8571428571428571
0,1,0,1,-0.9162833486660534,-0.04389289012003692,False,1.0,False,True,False,True,False,False,True,False,False,0.6666666666666666,0.0
0,0,0,0,-0.7433302667893283,-0.4049787626962142,True,0.0,True,False,True,False,False,True,False,False,False,0.0,0.5714285714285714
0,0,0,0,-0.46090156393744247,-0.40044321329639887,False,0.0,True,False,True,False,False,False,False,False,True,0.6666666666666666,0.5
0,0,0,0,0.26034958601655944,-0.21803139427516158,True,0.0,False,True,True,False,False,True,False,False,False,1.0,0.6428571428571428
0,1,1,0,0.08095676172953094,0.3110618651892891,False,0.5,False,True,False,True,False,False,True,False,False,0.6666666666666666,0.7857142857142857
0,0,0,1,0.16375344986200563,-0.08536288088642656,True,0.5,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.7142857142857142
0,1,0,1,-0.8380864765409384,-0.40650046168051707,True,0.0,True,False,True,False,False,False,False,True,False,0.0,0.5
0,0,0,1,-0.34130634774609014,-0.11130563250230838,False,0.5,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.5714285714285714
0,0,0,0,-0.735050597976081,-0.38955493998153273,False,0.0,False,True,True,False,False,False,False,True,False,0.0,0.5714285714285714
0,0,0,0,-0.9328426862925483,-0.34149584487534623,False,0.5,True,False,False,True,False,False,False,True,False,0.6666666666666666,0.0
0,1,0,0,-0.2529898804047837,0.28913758079409047,False,0.5,True,False,True,False,False,False,True,False,False,1.0,0.5714285714285714
0,1,1,1,0.028518859245630388,0.5238190212373037,False,0.5,False,True,False,True,False,False,True,False,False,1.0,0.7142857142857142
0,1,0,1,0.3799448022079118,-0.25693074792243764,True,0.0,False,True,True,False,False,False,False,True,False,0.6666666666666666,0.7857142857142857
0,1,1,0,-0.9310027598896045,-0.007431209602954715,False,1.0,True,False,False,False,True,True,False,False,False,0.6666666666666666,0.0
0,1,1,0,0.724011039558418,1.9881809787626963,False,1.0,True,False,False,False,True,False,True,False,False,1.0,0.9285714285714285
0,1,1,0,-0.939282428702852,-0.06141458910433977,False,1.0,False,True,False,False,True,False,True,False,False,0.6666666666666666,0.0
0,1,0,1,0.48206071757129726,0.1480627885503232,False,0.5,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.8571428571428571
0,1,1,1,-0.8509659613615455,-0.24026592797783933,False,0.5,False,True,False,False,True,True,False,False,False,1.0,0.0
0,0,0,1,0.7543698252069918,1.5125983379501384,False,1.0,False,True,True,False,False,False,False,True,False,1.0,0.9285714285714285
0,1,1,1,0.7709291628334869,1.9622825484764541,False,1.0,False,True,False,False,True,True,False,False,False,1.0,0.9285714285714285
0,0,1,0,-0.9126034958601655,-0.40769713758079407,False,0.0,False,True,True,False,False,False,False,False,True,0.6666666666666666,0.0
0,1,0,1,0.5804967801287951,0.3783859649122807,False,0.5,True,False,False,True,False,False,True,False,False,0.6666666666666666,0.8571428571428571
0,0,0,1,0.17847286108555666,-0.0851708217913204,False,0.5,True,False,True,False,False,False,True,False,False,0.6666666666666666,0.7142857142857142
0,1,1,0,0.6476540938362467,1.774315789473684,False,1.0,False,True,False,False,True,False,False,True,False,1.0,0.8571428571428571
0,0,1,1,0.1462741490340387,-0.10832132963988916,False,0.5,False,True,True,False,False,False,True,False,False,0.6666666666666666,0.6428571428571428
0,0,0,0,-0.027598896044158237,0.4604690674053555,False,0.5,False,True,True,False,False,False,True,False,False,0.6666666666666666,0.5714285714285714
0,0,0,1,0.17663293468261287,0.37947922437673126,False,0.5,True,False,False,True,False,True,False,False,False,0.6666666666666666,0.7142857142857142
0,1,1,1,-0.27414903403863833,0.821023084025854,False,1.0,False,True,False,False,True,False,True,False,False,0.0,0.8571428571428571
0,0,0,0,0.17571297148114098,-0.39021975992613106,True,0.0,False,True,True,False,False,False,False,True,False,0.6666666666666666,0.6428571428571428
0,0,0,1,0.6669733210671573,0.1577543859649123,True,0.5,True,False,True,False,False,False,False,True,False,0.6666666666666666,0.9285714285714285
